n_patterns,pattern_index,trial,strict_success,inversion_tolerant_success,final_energy
7,3,32,0,0,-64.14000000000001
7,4,32,0,0,-64.14000000000001
7,5,32,1,1,-48.040000000000006
7,6,32,1,1,-51.400000000000006
7,0,33,1,1,-50.92000000000001
7,1,33,0,0,-57.740000000000016
7,2,33,1,1,-50.44000000000001
7,3,33,0,0,-65.42
7,4,33,0,0,-65.42
7,5,33,1,1,-52.04
7,6,33,1,1,-49.02000000000001
7,0,34,1,1,-49.8
7,1,34,0,0,-48.68000000000001
7,2,34,0,0,-47.02
7,3,34,0,0,-63.42000000000001
7,4,34,0,0,-63.32
7,5,34,1,1,-49.48
7,6,34,1,1,-49.02000000000001
7,0,35,1,1,-49.96000000000001
7,1,35,1,1,-52.279999999999994
7,2,35,0,0,-46.04
7,3,35,0,0,-61.24000000000001
7,4,35,0,0,-61.48000000000001
7,5,35,1,1,-48.379999999999995
7,6,35,0,0,-62.760000000000005
7,0,36,0,0,-46.940000000000005
7,1,36,0,0,-51.720000000000006
7,2,36,0,0,-47.34000000000001
7,3,36,0,0,-62.460000000000015
7,4,36,0,0,-64.44000000000001
7,5,36,0,0,-49.980000000000004
7,6,36,1,1,-49.82
7,0,37,0,0,-48.120000000000005
7,1,37,0,0,-63.16000000000002
7,2,37,1,1,-49.180000000000014
7,3,37,0,0,-66.38
7,4,37,0,0,-66.38
7,5,37,0,0,-45.24
7,6,37,0,0,-46.70000000000001
7,0,38,0,0,-47.260000000000005
7,1,38,0,0,-54.92
7,2,38,0,0,-47.82
7,3,38,0,0,-63.34000000000001
7,4,38,0,0,-63.34000000000001
7,5,38,0,0,-47.0
7,6,38,0,0,-59.1
7,0,39,1,1,-49.260000000000005
7,1,39,0,0,-63.50000000000002
7,2,39,0,0,-46.680000000000014
7,3,39,0,0,-61.260000000000005
7,4,39,0,0,-60.12000000000001
7,5,39,1,1,-47.24
7,6,39,1,1,-47.400000000000006
7,0,40,1,1,-49.58000000000001
7,1,40,1,1,-54.7
7,2,40,1,1,-49.18000000000001
7,3,40,0,0,-64.12
7,4,40,0,0,-64.12
7,5,40,1,1,-51.48000000000001
7,6,40,0,0,-46.220000000000006
7,0,41,1,1,-52.28000000000001
7,1,41,1,1,-53.400000000000006
7,2,41,0,0,-44.68000000000001
7,3,41,0,0,-63.26000000000001
7,4,41,1,1,-63.000000000000014
7,5,41,1,1,-50.36000000000001
7,6,41,1,1,-48.86
7,0,42,1,1,-50.50000000000001
7,1,42,0,0,-53.28000000000001
7,2,42,1,1,-48.98000000000001
7,3,42,0,0,-63.04000000000001
7,4,42,0,0,-61.540000000000006
7,5,42,0,0,-47.52
7,6,42,1,1,-49.379999999999995
7,0,43,0,0,-57.60000000000001
7,1,43,0,0,-57.300000000000004
7,2,43,1,1,-50.02000000000001
7,3,43,1,1,-60.74000000000001
7,4,43,0,0,-63.70000000000002
7,5,43,1,1,-48.900000000000006
7,6,43,1,1,-49.300000000000004
7,0,44,1,1,-49.480000000000004
7,1,44,0,0,-56.46000000000001
7,2,44,1,1,-49.96000000000001
7,3,44,0,0,-64.38000000000001
7,4,44,0,0,-64.44000000000001
7,5,44,1,1,-47.480000000000004
7,6,44,0,0,-51.16
7,0,45,0,0,-44.220000000000006
7,1,45,1,1,-52.120000000000005
7,2,45,1,1,-49.96000000000001
7,3,45,0,0,-65.42
7,4,45,0,0,-65.42
7,5,45,0,0,-44.13999999999999
7,6,45,1,1,-47.08
7,0,46,1,1,-49.32
7,1,46,1,1,-53.720000000000006
7,2,46,0,0,-47.660000000000004
7,3,46,0,0,-65.26
7,4,46,0,0,-64.92000000000002
7,5,46,0,0,-65.26
7,6,46,1,1,-49.88000000000001
7,0,47,1,1,-50.220000000000006
7,1,47,0,0,-57.34000000000001
7,2,47,1,1,-48.86
7,3,47,1,1,-61.10000000000001
7,4,47,0,0,-55.980000000000004
7,5,47,1,1,-47.40000000000001
7,6,47,0,0,-49.900000000000006
7,0,48,0,0,-61.28000000000001
7,1,48,1,1,-52.49999999999999
7,2,48,1,1,-49.06000000000001
7,3,48,1,1,-60.81999999999999
7,4,48,0,0,-63.52000000000002
7,5,48,1,1,-48.18
7,6,48,1,1,-48.10000000000001
7,0,49,0,0,-47.58
7,1,49,0,0,-52.38000000000001
7,2,49,1,1,-51.56
7,3,49,0,0,-67.34000000000002
7,4,49,0,0,-65.74
7,5,49,1,1,-51.88000000000001
7,6,49,1,1,-52.220000000000006
10,0,0,0,0,-57.74
10,1,0,0,0,-53.58
10,2,0,0,0,-43.82000000000001
10,3,0,0,0,-67.74
10,4,0,0,0,-67.02000000000001
10,5,0,0,0,-64.46
10,6,0,1,1,-49.02
10,7,0,1,1,-46.059999999999995
10,8,0,0,0,-66.38000000000001
10,9,0,0,0,-67.34
10,0,1,1,1,-51.160000000000004
10,1,1,0,0,-52.60000000000001
10,2,1,1,1,-49.0
10,3,1,0,0,-62.16
10,4,1,0,0,-64.16000000000001
10,5,1,1,1,-47.72
10,6,1,0,0,-51.16000000000001
10,7,1,1,1,-47.68000000000001
10,8,1,1,1,-48.96
10,9,1,1,1,-46.56
10,0,2,0,0,-63.46000000000001
10,1,2,0,0,-64.74
10,2,2,0,0,-47.940000000000005
10,3,2,0,0,-64.02
10,4,2,0,0,-64.82
10,5,2,1,1,-52.66
10,6,2,0,0,-53.78
10,7,2,1,1,-49.86000000000001
10,8,2,1,1,-46.9
10,9,2,1,1,-48.42
10,0,3,0,0,-66.44000000000001
10,1,3,0,0,-59.68
10,2,3,0,0,-58.96
10,3,3,0,0,-65.16000000000001
10,4,3,0,0,-66.12000000000002
10,5,3,0,0,-49.20000000000001
10,6,3,0,0,-49.6
10,7,3,0,0,-58.160000000000004
10,8,3,0,0,-59.52
10,9,3,1,1,-46.480000000000004
10,0,4,0,0,-64.39999999999999
10,1,4,0,0,-63.88
10,2,4,0,0,-50.440000000000005
10,3,4,0,0,-57.00000000000001
10,4,4,0,0,-65.35999999999999
10,5,4,1,1,-47.76000000000001
10,6,4,1,1,-49.720000000000006
10,7,4,0,0,-46.96
10,8,4,1,1,-51.04
10,9,4,0,0,-48.16
10,0,5,0,0,-46.260000000000005
10,1,5,0,0,-54.33999999999999
10,2,5,1,1,-48.74
10,3,5,0,0,-64.58
10,4,5,0,0,-64.02000000000001
10,5,5,0,0,-63.7
10,6,5,0,0,-64.58
10,7,5,0,0,-46.26
10,8,5,0,0,-63.78000000000001
10,9,5,0,0,-64.02000000000001
10,0,6,1,1,-49.86000000000001
10,1,6,0,0,-55.22
10,2,6,0,0,-45.93999999999999
10,3,6,1,1,-60.34
10,4,6,0,0,-59.220000000000006
10,5,6,0,0,-47.38
10,6,6,1,1,-49.77999999999999
10,7,6,0,0,-41.379999999999995
10,8,6,1,1,-46.01999999999999
10,9,6,1,1,-51.54
10,0,7,0,0,-67.87999999999998
10,1,7,1,1,-53.839999999999996
10,2,7,0,0,-48.680000000000014
10,3,7,0,0,-67.87999999999998
10,4,7,0,0,-67.87999999999998
10,5,7,1,1,-48.319999999999986
10,6,7,1,1,-47.279999999999994
10,7,7,0,0,-67.84000000000002
10,8,7,0,0,-67.87999999999998
10,9,7,1,1,-51.2
10,0,8,1,1,-49.92
10,1,8,1,1,-50.88
10,2,8,0,0,-47.72
10,3,8,0,0,-62.48
10,4,8,0,0,-62.760000000000005
10,5,8,0,0,-63.080000000000005
10,6,8,0,0,-44.52
10,7,8,1,1,-50.88000000000001
10,8,8,0,0,-63.080000000000005
10,9,8,1,1,-47.2
10,0,9,1,1,-49.52
10,1,9,0,0,-64.2
10,2,9,1,1,-50.080000000000005
10,3,9,0,0,-64.03999999999999
10,4,9,0,0,-63.879999999999995
10,5,9,0,0,-64.12
10,6,9,0,0,-64.12
10,7,9,1,1,-49.559999999999995
10,8,9,1,1,-46.519999999999996
10,9,9,0,0,-47.96
10,0,10,0,0,-67.38000000000001
10,1,10,0,0,-54.740000000000016
10,2,10,1,1,-48.980000000000004
10,3,10,0,0,-67.38000000000001
10,4,10,0,0,-67.3
10,5,10,1,1,-48.339999999999996
10,6,10,1,1,-51.94
10,7,10,1,1,-48.82
10,8,10,0,0,-48.980000000000004
10,9,10,0,0,-67.38000000000001
10,0,11,0,0,-49.040000000000006
10,1,11,0,0,-64.4
10,2,11,0,0,-47.72
10,3,11,0,0,-64.32
10,4,11,0,0,-63.400000000000006
10,5,11,1,1,-50.68
10,6,11,1,1,-50.32
10,7,11,1,1,-48.08
10,8,11,0,0,-40.44000000000001
10,9,11,1,1,-47.64000000000001
10,0,12,0,0,-63.68
10,1,12,1,1,-50.720000000000006
10,2,12,1,1,-50.4
10,3,12,0,0,-63.68
10,4,12,0,0,-63.35999999999999
10,5,12,1,1,-49.2
10,6,12,1,1,-48.64000000000001
10,7,12,0,0,-44.36
10,8,12,1,1,-51.63999999999999
10,9,12,1,1,-47.160000000000004
10,0,13,0,0,-46.239999999999995
10,1,13,0,0,-66.68
10,2,13,0,0,-43.71999999999999
10,3,13,0,0,-66.76000000000002
10,4,13,0,0,-66.76000000000002
10,5,13,1,1,-51.32000000000001
10,6,13,1,1,-48.43999999999999
10,7,13,0,0,-66.68
10,8,13,0,0,-65.11999999999999
10,9,13,1,1,-46.919999999999995
10,0,14,1,1,-50.400000000000006
10,1,14,0,0,-53.48
10,2,14,1,1,-49.2
10,3,14,0,0,-63.92
10,4,14,0,0,-63.88
10,5,14,1,1,-50.48
10,6,14,1,1,-48.839999999999996
10,7,14,1,1,-48.07999999999999
10,8,14,0,0,-47.16
10,9,14,0,0,-51.28
10,0,15,0,0,-48.5
10,1,15,0,0,-54.02000000000001
10,2,15,0,0,-48.9
10,3,15,0,0,-60.82000000000001
10,4,15,0,0,-68.74
10,5,15,1,1,-50.660000000000004
10,6,15,0,0,-68.58
10,7,15,0,0,-67.46000000000001
10,8,15,0,0,-47.620000000000005
10,9,15,0,0,-54.66
10,0,16,0,0,-52.160000000000004
10,1,16,0,0,-53.44
10,2,16,0,0,-47.68
10,3,16,0,0,-65.52
10,4,16,0,0,-65.39999999999999
10,5,16,1,1,-47.839999999999996
10,6,16,1,1,-48.52
10,7,16,0,0,-65.76
10,8,16,1,1,-48.400000000000006
10,9,16,1,1,-50.07999999999999
10,0,17,1,1,-48.11999999999999
10,1,17,0,0,-64.32000000000001
10,2,17,1,1,-48.11999999999999
10,3,17,0,0,-65.0
10,4,17,0,0,-64.44000000000001
10,5,17,0,0,-51.12
10,6,17,0,0,-65.80000000000001
10,7,17,1,1,-48.080000000000005
10,8,17,0,0,-65.76
10,9,17,1,1,-52.4
10,0,18,1,1,-49.2
10,1,18,0,0,-66.15999999999998
10,2,18,0,0,-46.60000000000001
10,3,18,0,0,-66.2
10,4,18,0,0,-64.91999999999999
10,5,18,0,0,-45.31999999999999
10,6,18,0,0,-63.68000000000001
10,7,18,0,0,-43.32
10,8,18,0,0,-66.2
10,9,18,1,1,-47.68
10,0,19,0,0,-60.14
10,1,19,0,0,-51.02000000000001
10,2,19,1,1,-47.900000000000006
10,3,19,0,0,-70.94
10,4,19,0,0,-71.01999999999998
10,5,19,0,0,-46.85999999999999
10,6,19,0,0,-70.06
10,7,19,1,1,-48.540000000000006
10,8,19,1,1,-46.29999999999999
10,9,19,0,0,-63.260000000000005
10,0,20,0,0,-54.42
10,1,20,0,0,-52.900000000000006
10,2,20,1,1,-48.98
10,3,20,0,0,-64.17999999999999
10,4,20,0,0,-63.539999999999985
10,5,20,1,1,-50.580000000000005
10,6,20,1,1,-48.26
10,7,20,0,0,-62.58
10,8,20,0,0,-57.86
10,9,20,0,0,-60.1
10,0,21,0,0,-53.080000000000005
10,1,21,0,0,-51.32
10,2,21,0,0,-55.239999999999995
10,3,21,0,0,-64.88000000000001
10,4,21,0,0,-67.16000000000001
10,5,21,1,1,-51.36000000000001
10,6,21,0,0,-67.16000000000001
10,7,21,1,1,-48.28
10,8,21,0,0,-52.28
10,9,21,0,0,-67.16000000000001
10,0,22,0,0,-62.06
10,1,22,1,1,-52.14
10,2,22,0,0,-56.059999999999995
10,3,22,0,0,-61.81999999999999
10,4,22,0,0,-60.38
10,5,22,0,0,-45.42
10,6,22,0,0,-56.059999999999995
10,7,22,0,0,-50.38
10,8,22,0,0,-45.49999999999999
10,9,22,0,0,-43.02000000000001
10,0,23,0,0,-66.52000000000001
10,1,23,1,1,-52.080000000000005
10,2,23,0,0,-47.88000000000001
10,3,23,0,0,-66.72000000000001
10,4,23,0,0,-65.64000000000001
10,5,23,1,1,-48.84
10,6,23,0,0,-56.76000000000001
10,7,23,1,1,-48.640000000000015
10,8,23,0,0,-45.88
10,9,23,0,0,-66.72000000000001
10,0,24,0,0,-73.48
10,1,24,0,0,-75.00000000000001
10,2,24,1,1,-49.24
10,3,24,0,0,-75.00000000000001
10,4,24,0,0,-75.00000000000001
10,5,24,0,0,-71.96000000000001
10,6,24,0,0,-46.84
10,7,24,0,0,-73.20000000000002
10,8,24,0,0,-47.35999999999999
10,9,24,0,0,-54.88
10,0,25,0,0,-50.400000000000006
10,1,25,0,0,-59.19999999999999
10,2,25,0,0,-59.19999999999999
10,3,25,0,0,-60.800000000000004
10,4,25,0,0,-64.68
10,5,25,1,1,-47.75999999999999
10,6,25,0,0,-55.04
10,7,25,0,0,-46.120000000000005
10,8,25,1,1,-50.00000000000001
10,9,25,0,0,-42.16
10,0,26,0,0,-46.49999999999999
10,1,26,0,0,-68.18
10,2,26,0,0,-68.82000000000002
10,3,26,0,0,-68.82000000000002
10,4,26,0,0,-64.66000000000001
10,5,26,1,1,-51.78
10,6,26,0,0,-45.86
10,7,26,0,0,-48.580000000000005
10,8,26,0,0,-68.82000000000002
10,9,26,1,1,-48.97999999999999
10,0,27,1,1,-50.28000000000001
10,1,27,0,0,-48.56
10,2,27,1,1,-51.480000000000004
10,3,27,0,0,-64.84
10,4,27,0,0,-65.64
10,5,27,1,1,-49.839999999999996
10,6,27,1,1,-48.76
10,7,27,1,1,-50.64
10,8,27,0,0,-50.2
10,9,27,0,0,-66.0
10,0,28,0,0,-65.7
10,1,28,0,0,-65.7
10,2,28,0,0,-65.7
10,3,28,1,1,-59.38
10,4,28,0,0,-65.7
10,5,28,0,0,-44.419999999999995
10,6,28,1,1,-49.06
10,7,28,0,0,-52.26
10,8,28,0,0,-46.18
10,9,28,0,0,-51.14
10,0,29,0,0,-47.24000000000001
10,1,29,0,0,-54.68
10,2,29,0,0,-46.52000000000001
10,3,29,0,0,-63.04
10,4,29,0,0,-64.03999999999999
10,5,29,0,0,-49.199999999999996
10,6,29,1,1,-49.6
10,7,29,1,1,-51.56000000000001
10,8,29,1,1,-47.6
10,9,29,0,0,-49.84000000000001
10,0,30,1,1,-49.739999999999995
10,1,30,0,0,-51.5
10,2,30,1,1,-48.62
10,3,30,0,0,-58.699999999999996
10,4,30,0,0,-65.02000000000001
10,5,30,1,1,-49.5
10,6,30,0,0,-45.18
10,7,30,0,0,-45.660000000000004
10,8,30,1,1,-47.580000000000005
10,9,30,0,0,-42.78000000000001
10,0,31,0,0,-45.18000000000001
10,1,31,0,0,-54.06
10,2,31,1,1,-48.86
10,3,31,0,0,-65.58000000000001
10,4,31,0,0,-65.25999999999999
10,5,31,0,0,-45.580000000000005
10,6,31,0,0,-65.25999999999999
10,7,31,0,0,-53.900000000000006
10,8,31,0,0,-53.02
10,9,31,1,1,-47.099999999999994
10,0,32,0,0,-47.28000000000001
10,1,32,0,0,-56.239999999999995
10,2,32,0,0,-46.720000000000006
10,3,32,0,0,-63.36000000000001
10,4,32,0,0,-63.36000000000001
10,5,32,0,0,-52.519999999999996
10,6,32,1,1,-48.47999999999999
10,7,32,0,0,-44.12
10,8,32,0,0,-49.0
10,9,32,1,1,-51.519999999999996
10,0,33,1,1,-54.599999999999994
10,1,33,0,0,-48.400000000000006
10,2,33,1,1,-48.76
10,3,33,0,0,-68.44
10,4,33,0,0,-67.67999999999999
10,5,33,1,1,-49.67999999999999
10,6,33,0,0,-57.08
10,7,33,0,0,-67.36
10,8,33,0,0,-44.59999999999999
10,9,33,1,1,-49.84
10,0,34,0,0,-45.02
10,1,34,0,0,-60.86
10,2,34,0,0,-65.34
10,3,34,0,0,-65.34
10,4,34,0,0,-63.18
10,5,34,0,0,-65.34
10,6,34,0,0,-51.739999999999995
10,7,34,0,0,-45.660000000000004
10,8,34,1,1,-49.49999999999999
10,9,34,1,1,-52.940000000000005
10,0,35,0,0,-66.58
10,1,35,0,0,-64.26
10,2,35,1,1,-48.5
10,3,35,0,0,-62.74000000000001
10,4,35,0,0,-66.74000000000001
10,5,35,1,1,-48.66
10,6,35,0,0,-62.980000000000004
10,7,35,1,1,-48.82
10,8,35,0,0,-65.62
10,9,35,0,0,-65.3
10,0,36,0,0,-51.92
10,1,36,0,0,-56.160000000000004
10,2,36,1,1,-49.279999999999994
10,3,36,0,0,-62.84
10,4,36,0,0,-59.36
10,5,36,0,0,-51.88
10,6,36,0,0,-53.31999999999999
10,7,36,1,1,-49.64000000000001
10,8,36,0,0,-36.96
10,9,36,0,0,-55.4
10,0,37,1,1,-49.62000000000001
10,1,37,0,0,-58.50000000000001
10,2,37,1,1,-47.620000000000005
10,3,37,0,0,-63.78
10,4,37,0,0,-63.86
10,5,37,1,1,-48.25999999999999
10,6,37,0,0,-55.540000000000006
10,7,37,0,0,-45.940000000000005
10,8,37,1,1,-45.62
10,9,37,1,1,-47.059999999999995
10,0,38,0,0,-67.92
10,1,38,0,0,-53.28
10,2,38,1,1,-47.99999999999999
10,3,38,0,0,-67.64
10,4,38,0,0,-67.92
10,5,38,1,1,-48.16000000000001
10,6,38,0,0,-44.48
10,7,38,1,1,-47.63999999999999
10,8,38,1,1,-49.08
10,9,38,1,1,-51.839999999999996
10,0,39,0,0,-66.56
10,1,39,0,0,-66.24
10,2,39,0,0,-46.88000000000001
10,3,39,0,0,-66.56
10,4,39,0,0,-66.56
10,5,39,1,1,-46.400000000000006
10,6,39,1,1,-48.63999999999999
10,7,39,0,0,-49.39999999999999
10,8,39,1,1,-49.160000000000004
10,9,39,0,0,-46.31999999999999
10,0,40,0,0,-65.36
10,1,40,0,0,-58.04
10,2,40,1,1,-49.24
10,3,40,1,1,-61.160000000000004
10,4,40,0,0,-64.68
10,5,40,1,1,-48.720000000000006
10,6,40,0,0,-58.84
10,7,40,1,1,-47.88
10,8,40,0,0,-62.83999999999999
10,9,40,1,1,-47.519999999999996
10,0,41,0,0,-66.11999999999999
10,1,41,0,0,-66.11999999999999
10,2,41,0,0,-46.199999999999996
10,3,41,0,0,-66.32000000000001
10,4,41,0,0,-66.20000000000002
10,5,41,1,1,-48.84000000000001
10,6,41,0,0,-66.11999999999999
10,7,41,0,0,-41.96000000000001
10,8,41,1,1,-50.239999999999995
10,9,41,0,0,-56.04
10,0,42,1,1,-50.000000000000014
10,1,42,0,0,-51.84000000000001
10,2,42,1,1,-50.239999999999995
10,3,42,0,0,-65.08
10,4,42,0,0,-65.2
10,5,42,0,0,-65.08
10,6,42,1,1,-48.440000000000005
10,7,42,1,1,-48.16
10,8,42,1,1,-48.239999999999995
10,9,42,0,0,-47.4
10,0,43,0,0,-49.940000000000005
10,1,43,0,0,-67.38000000000001
10,2,43,1,1,-52.42
10,3,43,0,0,-66.97999999999999
10,4,43,0,0,-67.38000000000001
10,5,43,0,0,-49.86
10,6,43,1,1,-48.26
10,7,43,1,1,-50.98
10,8,43,1,1,-50.34
10,9,43,1,1,-47.06
10,0,44,0,0,-65.86000000000001
10,1,44,0,0,-65.86000000000001
10,2,44,1,1,-48.819999999999986
10,3,44,0,0,-65.78
10,4,44,0,0,-65.86000000000001
10,5,44,1,1,-48.660000000000004
10,6,44,0,0,-49.38000000000001
10,7,44,0,0,-65.86000000000001
10,8,44,0,0,-43.699999999999996
10,9,44,1,1,-51.7
10,0,45,0,0,-69.72
10,1,45,0,0,-70.56
10,2,45,1,1,-49.04
10,3,45,0,0,-65.24
10,4,45,0,0,-70.28000000000002
10,5,45,0,0,-71.83999999999999
10,6,45,0,0,-48.12
10,7,45,0,0,-45.080000000000005
10,8,45,0,0,-40.2
10,9,45,0,0,-57.480000000000004
10,0,46,1,1,-50.18
10,1,46,0,0,-62.10000000000001
10,2,46,0,0,-54.49999999999999
10,3,46,0,0,-63.699999999999996
10,4,46,0,0,-63.62000000000001
10,5,46,1,1,-49.86
10,6,46,0,0,-63.699999999999996
10,7,46,0,0,-42.42
10,8,46,0,0,-46.50000000000001
10,9,46,0,0,-59.46000000000001
10,0,47,0,0,-58.3
10,1,47,0,0,-57.980000000000004
10,2,47,1,1,-49.58
10,3,47,0,0,-64.06
10,4,47,0,0,-62.54
10,5,47,0,0,-46.7
10,6,47,1,1,-53.5
10,7,47,0,0,-44.86
10,8,47,0,0,-47.42000000000001
10,9,47,1,1,-50.379999999999995
10,0,48,0,0,-48.260000000000005
10,1,48,0,0,-48.49999999999999
10,2,48,0,0,-46.580000000000005
10,3,48,0,0,-64.17999999999999
10,4,48,0,0,-60.74
10,5,48,0,0,-47.22
10,6,48,1,1,-49.54
10,7,48,1,1,-51.46
10,8,48,1,1,-48.900000000000006
10,9,48,0,0,-48.58
10,0,49,1,1,-49.82
10,1,49,0,0,-50.62000000000001
10,2,49,1,1,-49.82
10,3,49,0,0,-63.580000000000005
10,4,49,0,0,-59.42
10,5,49,0,0,-52.86
10,6,49,0,0,-54.78
10,7,49,0,0,-54.300000000000004
10,8,49,0,0,-54.78
10,9,49,0,0,-52.22
12,0,0,0,0,-65.32000000000001
12,1,0,0,0,-65.32000000000001
12,2,0,1,1,-50.6
12,3,0,0,0,-64.75999999999999
12,4,0,0,0,-65.24000000000001
12,5,0,1,1,-48.279999999999994
12,6,0,1,1,-47.63999999999999
12,7,0,1,1,-50.44
12,8,0,1,1,-47.8
12,9,0,1,1,-47.48
12,10,0,1,1,-48.440000000000005
12,11,0,0,0,-48.52
12,0,1,1,1,-50.839999999999996
12,1,1,0,0,-59.64
12,2,1,0,0,-47.800000000000004
12,3,1,0,0,-64.36
12,4,1,0,0,-65.24000000000001
12,5,1,0,0,-49.32000000000001
12,6,1,1,1,-46.52
12,7,1,1,1,-47.879999999999995
12,8,1,0,0,-53.24
12,9,1,0,0,-45.56
12,10,1,0,0,-46.75999999999999
12,11,1,0,0,-48.919999999999995
12,0,2,0,0,-46.92
12,1,2,0,0,-67.4
12,2,2,0,0,-55.88
12,3,2,0,0,-65.80000000000001
12,4,2,0,0,-65.72000000000001
12,5,2,0,0,-49.24
12,6,2,1,1,-47.72
12,7,2,0,0,-67.4
12,8,2,0,0,-49.87999999999999
12,9,2,1,1,-51.64
12,10,2,0,0,-66.36000000000001
12,11,2,0,0,-43.64
12,0,3,0,0,-63.480000000000004
12,1,3,0,0,-65.24000000000001
12,2,3,1,1,-50.599999999999994
12,3,3,0,0,-64.2
12,4,3,0,0,-62.599999999999994
12,5,3,0,0,-47.0
12,6,3,0,0,-49.07999999999999
12,7,3,1,1,-49.400000000000006
12,8,3,1,1,-51.16
12,9,3,0,0,-52.04
12,10,3,1,1,-48.28000000000001
12,11,3,0,0,-51.56000000000001
12,0,4,1,1,-48.28
12,1,4,0,0,-66.75999999999999
12,2,4,0,0,-46.76
12,3,4,0,0,-68.44
12,4,4,0,0,-69.0
12,5,4,1,1,-48.04
12,6,4,1,1,-48.36
12,7,4,0,0,-69.47999999999999
12,8,4,1,1,-46.76
12,9,4,1,1,-48.12
12,10,4,0,0,-69.47999999999999
12,11,4,0,0,-69.47999999999999
12,0,5,0,0,-69.10000000000001
12,1,5,0,0,-69.10000000000001
12,2,5,1,1,-50.94000000000001
12,3,5,0,0,-68.82000000000001
12,4,5,0,0,-68.82
12,5,5,1,1,-47.980000000000004
12,6,5,1,1,-48.17999999999999
12,7,5,0,0,-55.1
12,8,5,0,0,-67.94
12,9,5,1,1,-48.18
12,10,5,0,0,-47.50000000000001
12,11,5,0,0,-69.10000000000001
12,0,6,0,0,-48.02
12,1,6,0,0,-48.980000000000004
12,2,6,1,1,-49.980000000000004
12,3,6,0,0,-58.099999999999994
12,4,6,0,0,-64.54
12,5,6,1,1,-49.86
12,6,6,0,0,-44.660000000000004
12,7,6,0,0,-63.17999999999999
12,8,6,1,1,-49.38000000000001
12,9,6,0,0,-53.82
12,10,6,0,0,-64.58000000000001
12,11,6,0,0,-59.980000000000004
12,0,7,1,1,-49.63999999999999
12,1,7,0,0,-67.8
12,2,7,0,0,-58.360000000000014
12,3,7,0,0,-67.8
12,4,7,0,0,-67.0
12,5,7,0,0,-59.88
12,6,7,0,0,-66.84
12,7,7,0,0,-57.8
12,8,7,1,1,-47.559999999999995
12,9,7,0,0,-66.44
12,10,7,0,0,-66.44
12,11,7,0,0,-61.239999999999995
12,0,8,0,0,-64.0
12,1,8,0,0,-51.36000000000001
12,2,8,1,1,-49.919999999999995
12,3,8,0,0,-65.19999999999999
12,4,8,0,0,-64.0
12,5,8,1,1,-48.48
12,6,8,1,1,-47.68
12,7,8,0,0,-44.08
12,8,8,0,0,-49.120000000000005
12,9,8,1,1,-49.92
12,10,8,0,0,-55.84
12,11,8,0,0,-51.84
12,0,9,0,0,-63.0
12,1,9,0,0,-61.24
12,2,9,1,1,-50.199999999999996
12,3,9,0,0,-63.32
12,4,9,0,0,-63.239999999999995
12,5,9,0,0,-43.96
12,6,9,1,1,-49.559999999999995
12,7,9,1,1,-50.68000000000001
12,8,9,1,1,-48.67999999999999
12,9,9,0,0,-59.959999999999994
12,10,9,0,0,-62.12
12,11,9,1,1,-48.52000000000001
12,0,10,0,0,-49.75999999999999
12,1,10,0,0,-50.88
12,2,10,0,0,-63.92000000000001
12,3,10,0,0,-64.0
12,4,10,1,1,-63.279999999999994
12,5,10,0,0,-50.24000000000001
12,6,10,1,1,-47.36
12,7,10,0,0,-62.400000000000006
12,8,10,1,1,-51.12
12,9,10,1,1,-48.400000000000006
12,10,10,0,0,-64.08
12,11,10,0,0,-50.720000000000006
12,0,11,0,0,-47.660000000000004
12,1,11,0,0,-64.7
12,2,11,1,1,-49.06000000000001
12,3,11,0,0,-61.50000000000001
12,4,11,0,0,-65.25999999999999
12,5,11,0,0,-66.34
12,6,11,0,0,-66.34
12,7,11,1,1,-47.18000000000001
12,8,11,0,0,-46.9
12,9,11,1,1,-45.41999999999999
12,10,11,1,1,-48.46
12,11,11,1,1,-50.34000000000001
12,0,12,0,0,-63.48000000000001
12,1,12,0,0,-64.44
12,2,12,0,0,-52.92000000000001
12,3,12,0,0,-65.96
12,4,12,0,0,-66.28
12,5,12,1,1,-49.00000000000001
12,6,12,0,0,-66.28
12,7,12,0,0,-63.080000000000005
12,8,12,1,1,-45.08
12,9,12,0,0,-53.32
12,10,12,1,1,-51.31999999999999
12,11,12,0,0,-59.80000000000001
12,0,13,0,0,-67.1
12,1,13,1,1,-53.78000000000001
12,2,13,0,0,-67.14000000000001
12,3,13,0,0,-62.1
12,4,13,0,0,-66.98
12,5,13,1,1,-47.46
12,6,13,0,0,-64.78
12,7,13,1,1,-46.339999999999996
12,8,13,1,1,-49.82
12,9,13,0,0,-55.18000000000001
12,10,13,0,0,-67.18000000000002
12,11,13,0,0,-65.62
12,0,14,0,0,-49.760000000000005
12,1,14,0,0,-64.08000000000001
12,2,14,1,1,-48.64000000000001
12,3,14,0,0,-64.24000000000001
12,4,14,0,0,-66.16
12,5,14,1,1,-50.72000000000001
12,6,14,1,1,-48.88
12,7,14,1,1,-50.0
12,8,14,0,0,-66.16
12,9,14,0,0,-63.04
12,10,14,1,1,-46.879999999999995
12,11,14,0,0,-50.56
12,0,15,0,0,-71.82000000000001
12,1,15,0,0,-62.02000000000001
12,2,15,1,1,-50.660000000000004
12,3,15,0,0,-72.01999999999998
12,4,15,0,0,-72.01999999999998
12,5,15,0,0,-45.9
