T,Xi,A
1.0,0.0,0.0
1.5,0.0,0.0
2.0,0.9931676817864559,0.0661569097540274
2.2,692370.1808506061,0.00018946285656415657
2.269,-3.139533771822677,0.00036933763608515587
2.35,-3.1268530387275124,0.0006347134073906798
2.5,3.304922481085221,0.564969746050414
3.0,1.6224036156805306,0.5150400544133796
4.0,0.9093115002198822,0.4958403098745477
