T,Tau_exp,Tau_int
1.0,0.5435330631678537,0.5435330631678537
2.0,2.59689557592447,2.6858743098091677
2.269,84.94436529744071,78.45166101416235
3.0,1.8976898307537375,1.8976898307537375
