T,Bc,Mr,Area
1.0,0.4698959776695284,0.99927734375,1.8950896434294877
1.5,0.2048546871084262,0.9864593505859375,0.8091110777243593
2.0,2.316406653331271e-05,0.0004180908203125222,0.000711513421473936
2.5,0.0002965772741506424,0.0035357666015625178,0.000832832532051575
